Class,Precision,Recall,F1-Score,Support
NORM,0.8628719275549805,0.6926272066458983,0.7684331797235023,963.0
MI,0.7239819004524887,0.5882352941176471,0.6490872210953347,544.0
STTC,0.4602803738317757,0.6936619718309859,0.5533707865168539,284.0
CD,0.4582043343653251,0.6040816326530613,0.5211267605633803,245.0
HYP,0.328125,0.5163934426229508,0.4012738853503185,122.0
