Class,Precision,Recall,F1-Score,Support
NORM,0.7322456813819578,0.7923156801661475,0.7610972568578553,963.0
MI,0.6039215686274509,0.5661764705882353,0.5844402277039848,544.0
STTC,0.44280442804428044,0.4225352112676056,0.43243243243243246,284.0
CD,0.47804878048780486,0.4,0.43555555555555553,245.0
HYP,0.26153846153846155,0.2786885245901639,0.2698412698412698,122.0
