Class,Precision,Recall,F1-Score,Support
NORM,0.8008429926238145,0.7892004153686397,0.7949790794979079,963.0
MI,0.8273809523809523,0.5110294117647058,0.6318181818181818,544.0
STTC,0.45161290322580644,0.6408450704225352,0.529839883551674,284.0
CD,0.4983164983164983,0.6040816326530613,0.5461254612546126,245.0
HYP,0.37572254335260113,0.5327868852459017,0.4406779661016949,122.0
