Class,Precision,Recall,F1-Score,Support
NORM,0.7257281553398058,0.9314641744548287,0.8158253751705321,963.0
MI,0.7526881720430108,0.3860294117647059,0.5103280680437424,544.0
STTC,0.4864864864864865,0.6338028169014085,0.5504587155963303,284.0
CD,0.53125,0.3469387755102041,0.41975308641975306,245.0
HYP,0.37168141592920356,0.3442622950819672,0.3574468085106383,122.0
