Class,Precision,Recall,F1-Score,Support
NORM,0.8035902851108765,0.7902388369678089,0.7968586387434555,963.0
MI,0.7493403693931399,0.5220588235294118,0.6153846153846154,544.0
STTC,0.48717948717948717,0.602112676056338,0.5385826771653544,284.0
CD,0.5567765567765568,0.6204081632653061,0.5868725868725869,245.0
HYP,0.2980769230769231,0.5081967213114754,0.37575757575757573,122.0
