Class,Precision,Recall,F1-Score,Support
NORM,0.7897574123989218,0.9127725856697819,0.846820809248555,963.0
MI,0.7682403433476395,0.6580882352941176,0.7089108910891089,544.0
STTC,0.5696969696969697,0.6619718309859155,0.6123778501628665,284.0
CD,0.7222222222222222,0.4775510204081633,0.5749385749385749,245.0
HYP,0.5747126436781609,0.4098360655737705,0.4784688995215311,122.0
