Class,Precision,Recall,F1-Score,Support
NORM,0.7924921793534933,0.7892004153686397,0.7908428720083247,963.0
MI,0.7591623036649214,0.5330882352941176,0.6263498920086393,544.0
STTC,0.48138297872340424,0.6373239436619719,0.5484848484848485,284.0
CD,0.5092250922509225,0.563265306122449,0.5348837209302325,245.0
HYP,0.35294117647058826,0.4918032786885246,0.410958904109589,122.0
