Class,Precision,Recall,F1-Score,Support
NORM,0.847237269772481,0.8120456905503635,0.8292682926829268,963.0
MI,0.7913832199546486,0.6415441176470589,0.7086294416243655,544.0
STTC,0.5205479452054794,0.6690140845070423,0.5855161787365177,284.0
CD,0.62109375,0.6489795918367347,0.6347305389221557,245.0
HYP,0.3930635838150289,0.5573770491803278,0.4610169491525424,122.0
