Class,Precision,Recall,F1-Score,Support
NORM,0.7390873015873016,0.7736240913811008,0.7559614408929477,963.0
MI,0.587426326129666,0.5496323529411765,0.5679012345679012,544.0
STTC,0.4570446735395189,0.46830985915492956,0.46260869565217394,284.0
CD,0.4721030042918455,0.4489795918367347,0.4602510460251046,245.0
HYP,0.358974358974359,0.3442622950819672,0.3514644351464435,122.0
