Class,Precision,Recall,F1-Score,Support
NORM,0.7371007371007371,0.9345794392523364,0.8241758241758241,963.0
MI,0.7815699658703071,0.4209558823529412,0.5471923536439666,544.0
STTC,0.47058823529411764,0.5915492957746479,0.5241809672386896,284.0
CD,0.5654761904761905,0.3877551020408163,0.4600484261501211,245.0
HYP,0.3865546218487395,0.3770491803278688,0.3817427385892116,122.0
