Class,Precision,Recall,F1-Score,Support
NORM,0.7632478632478632,0.9273104880581516,0.837318330989217,963.0
MI,0.7836134453781513,0.6856617647058824,0.7313725490196078,544.0
STTC,0.6296296296296297,0.5985915492957746,0.6137184115523465,284.0
CD,0.7419354838709677,0.46938775510204084,0.575,245.0
HYP,0.4942528735632184,0.3524590163934426,0.41148325358851673,122.0
