Class,Precision,Recall,F1-Score,Support
NORM,0.849015317286652,0.8058151609553479,0.8268513585508791,963.0
MI,0.712430426716141,0.7058823529411765,0.7091412742382271,544.0
STTC,0.5321100917431193,0.6126760563380281,0.5695581014729951,284.0
CD,0.5588235294117647,0.5428571428571428,0.5507246376811594,245.0
HYP,0.4,0.45901639344262296,0.42748091603053434,122.0
