Class,Precision,Recall,F1-Score,Support
NORM,0.8434504792332268,0.822429906542056,0.832807570977918,963.0
MI,0.7980769230769231,0.6102941176470589,0.6916666666666667,544.0
STTC,0.5378151260504201,0.676056338028169,0.5990639625585024,284.0
CD,0.5509433962264151,0.5959183673469388,0.5725490196078431,245.0
HYP,0.4088397790055249,0.6065573770491803,0.4884488448844885,122.0
