Class,Precision,Recall,F1-Score,Support
NORM,0.764554794520548,0.9273104880581516,0.8381041764429845,963.0
MI,0.7639484978540773,0.6544117647058824,0.7049504950495049,544.0
STTC,0.6007326007326007,0.5774647887323944,0.5888689407540395,284.0
CD,0.7341772151898734,0.47346938775510206,0.575682382133995,245.0
HYP,0.5376344086021505,0.4098360655737705,0.46511627906976744,122.0
