Class,Precision,Recall,F1-Score,Support
NORM,0.7757520510483136,0.8836967808930426,0.8262135922330097,963.0
MI,0.659942363112392,0.4209558823529412,0.5140291806958474,544.0
STTC,0.47643979057591623,0.6408450704225352,0.5465465465465466,284.0
CD,0.5357142857142857,0.3673469387755102,0.4358353510895884,245.0
HYP,0.3719512195121951,0.5,0.42657342657342656,122.0
