Class,Precision,Recall,F1-Score,Support
NORM,0.8559523809523809,0.7466251298026999,0.7975596228508042,963.0
MI,0.7259713701431493,0.6525735294117647,0.6873184898354308,544.0
STTC,0.49193548387096775,0.6443661971830986,0.5579268292682927,284.0
CD,0.4845360824742268,0.5755102040816327,0.5261194029850746,245.0
HYP,0.3855421686746988,0.5245901639344263,0.4444444444444444,122.0
