Feature,Importance
R_PeakTime_V6,0.0016798134361491
T+_Dur_aVF,0.0016788603239871627
T_Dur_aVR,0.0016688239419014176
R_PeakTime_III,0.0016650877379809326
T_DurFull_II,0.001656049986981838
ST_AmpMin_V1,0.001651000379509653
QT_IntBazett_Global,0.0016432597718789477
ST_Amp18_V4,0.0016137509534068536
R_Amp_aVL,0.0016107393134315814
Max_S_Amp_V6,0.0016063590625059701
T_Morph_II,0.0016042662805314072
QRS_AmpPP_aVL,0.0016002298273602215
S_Area_V4,0.0015839366992776533
S_Amp_III,0.0015793685091535542
age,0.0015697514069355253
QRS_AmpPP_III,0.001549434906232206
PR_Int_Global,0.0015413572893605836
R_PeakTime_aVF,0.001539798013579529
T+_Amp_aVF,0.0015292117542604438
T+_Amp_V3,0.00152622246914808
T_Area_V1,0.0015211264041799484
QRS_Area_V3,0.0015204543544844633
S_Dur_I,0.0015074937482431508
T_AmpSpecial_aVL,0.0014932802482911123
ST_AmpMin_I,0.0014876736398700364
T_AmpSpecial_V2,0.0014837069989904455
R_PeakTime_V3,0.0014820665672119753
QRS_AmpPP_V1,0.0014418710835150702
R_PeakTime_I,0.0014418183164420684
ST_Amp116_V3,0.0014337969454113581
T_Area_V2,0.0014185424170503856
S_Area_V3,0.0014028778223587656
R_Area_V1,0.001397444492352688
Q_Area_V1,0.0013896253393985932
R_Area_III,0.0013740027733157888
QRS_Balance_V4,0.0013545960561052246
ST_Amp116_V2,0.0013442784364158247
Q_Area_aVR,0.0013268809044556407
Max_S_Amp_V2,0.0013261206724895808
Rp_Dur_V2,0.0013182920285426634
R_Dur_II,0.001312858663544743
QT_IntFridericia_Global,0.0013017742955806306
R_Dur_V1,0.0012947187200742535
QRS_AmpPP_aVF,0.0012761264910732964
S_Amp_V3,0.0012737370438449247
S_Dur_III,0.0012688125967329344
QRS_Balance_V3,0.001242450464190777
Q_Amp_aVR,0.0012384359357919
R_PeakTime_II,0.0012350655422118004
S_PeakTime_II,0.001233867667298897
Q_PeakTime_aVR,0.0012332421919792375
Rp_PeakTime_V2,0.00120336781980272
R_Dur_V4,0.0012002560887247
ST_AmpMin_V2,0.00119661514520713
T_AmpSpecial_V1,0.0011963814563282743
T_Dur_V5,0.0011735631170415237
QRS_Balance_V2,0.0011724185371154029
ST_AmpMin_V3,0.0011707962274717678
QT_IntFramingham_Global,0.0011654212321081392
QRS_AmpPP_V3,0.001163201768489789
R_Amp_III,0.0011392971571243307
R_Dur_III,0.0011339970804092746
patient_id,0.001127826406988378
Max_S_Amp_V3,0.001113892251019597
T+_Amp_V2,0.00111343333001435
R_PeakTime_V5,0.001078114371513877
T-_Amp_I,0.0010702811273032207
QRS_AmpPP_V2,0.0010618338826466065
S_PeakTime_III,0.0010594311324918935
ST_AmpMin_V4,0.0010500824036627134
Max_S_Amp_V4,0.001046772324732329
QRS_On_Global,0.0010454652392820575
R_PeakTime_V1,0.0010333122781155846
ST_AmpMin_II,0.0010290226491457314
S_PeakTime_I,0.0010261722880481195
S_PeakTime_V1,0.0010189553987600105
ST_Amp18_aVF,0.0010127131121102906
T-_Dur_V5,0.001006807790118869
S_Amp_V4,0.0009874350165677277
ST_Amp18_III,0.000978736396834333
Q_PeakTime_V1,0.0009742842164678773
T_AmpSpecial_III,0.0009714739291638286
RR_Mean_Global,0.0009444362963268656
ST_AmpMax_III,0.0009358412360640018
T_Area_III,0.0009343441030115238
T_DurFull_I,0.0009254291666851885
S_Amp_V5,0.0009215199429226215
S_PeakTime_V3,0.0009188908917020454
T_Morph_V5,0.0009168161139662347
ST_AmpMin_III,0.0009125460141080815
T_On_Global,0.0009119128002535107
ST_AmpMax_aVF,0.0009042016100772029
Q_Amp_V1,0.0009029728403314384
T+_Dur_V2,0.0008987284135184297
T_PeakTime_V6,0.0008851973833245263
ST_Amp116_III,0.0008825708157859076
Max_S_Amp_aVL,0.0008602755628011061
S_PeakTime_V4,0.0008440560699500775
T+_Dur_V3,0.0008381864263232093
Q_Area_V3,0.0008202309623519992
T_Morph_V4,0.0008194786165286573
ST_Amp116_aVF,0.0008188470501695281
HR_Ventr_Global,0.0008187123474012921
HR_Atrial_Global,0.0008119332472720004
T_DurFull_V5,0.0008083958247211133
T_PeakTime_aVR,0.0008060045343380806
ST_AmpMin_aVF,0.000799004256352065
ST_Amp116_aVL,0.0007985403428759474
Max_S_Amp_I,0.0007979114324010995
T_PeakTime_V5,0.0007957020768726988
T_Off_Global,0.0007936083866333107
ST_AmpMax_aVL,0.0007701168409731926
T_Dur_V4,0.0007675587529961896
T_PeakTime_I,0.0007672776967878735
S_Dur_aVL,0.0007634030761555659
ST_AmpMin_aVL,0.0007536850804420299
R_PeakTime_V4,0.0007522672536843842
P_Dur_I,0.0007512662721529867
T+_Amp_V1,0.000748526681670587
S_Area_aVL,0.0007457505055246022
P_Term_V1,0.0007452780395963662
T_PeakTime_aVF,0.0007436262383134593
T_PeakTime_II,0.0007433384946097406
T_PeakTime_V2,0.0007360764610894652
S_PeakTime_V6,0.0007360717117070442
R_PeakTime_aVR,0.000734736825381672
T-_Dur_aVF,0.0007286991337941184
S_PeakTime_V5,0.0007263989370868629
Q_PeakTime_V3,0.0007170344120746323
T_PeakTime_V1,0.000715038190615213
S_PeakTime_aVL,0.0007127196880810404
T_DurFull_aVL,0.0007126842913788994
T_DurFull_aVF,0.000707308739306886
T_Dur_aVF,0.0007060858807222507
T-_Dur_aVL,0.0007058493383164772
T_PeakTime_V4,0.0007057847648342171
T_Dur_V3,0.0007033445456444692
P_AxisFront_Global,0.0006968274661250973
T_PeakTime_aVL,0.0006964980089742542
P_Dur_V3,0.0006959434663822401
T_Off_II,0.0006946898339509886
T_DurFull_V2,0.0006943890517239807
T_Off_V5,0.0006941595857773679
P_Dur_III,0.0006934657355691637
T_Off_V6,0.0006872269635534675
T_Dur_V2,0.0006869916318317863
P_OnsAmp_II,0.0006840895397994304
T_Off_V3,0.0006815613301666961
P_DurFull_III,0.0006812338287257853
T_DurFull_V3,0.0006791851127093422
T_PeakTime_III,0.0006789072825321223
T_Off_V1,0.0006775675424844844
T_Off_V4,0.0006733834076026987
T_Off_aVR,0.0006711901813154514
T_Off_V2,0.0006660826411613545
P_DurFull_V1,0.0006592683630939427
T+_Amp_aVL,0.0006581853819451012
P_PeakTime_III,0.0006570108824223163
T_Dur_aVL,0.0006557709574943925
P_DurFull_aVL,0.0006546084880852168
P_Dur_V1,0.0006447244180718226
P_PeakTime_I,0.0006433346080390684
S_Area_aVR,0.000639711795628647
P_Dur_II,0.0006383528385393114
T_Dur_III,0.0006380490523818315
T_PeakTime_V3,0.0006373967385659444
P_PeakTime_aVR,0.0006370623870080121
T_DurFull_III,0.0006368106022842631
P_Dur_aVL,0.0006340937831296276
T_DurFull_V4,0.000633951533114187
T_Off_I,0.0006327830896728978
T_Dur_V1,0.0006262587595807156
P_Dur_aVF,0.0006260191732466736
P_Dur_V4,0.0006250512174465372
T_Off_III,0.0006209735384617752
T_Off_aVF,0.0006207409692951756
P_PeakTime_aVF,0.0006175965520442736
P-_Dur_V1,0.0006163617502571804
P_OnsAmp_V2,0.0006147488073091976
P_OnsAmp_V5,0.0006112059978722049
P_OnsAmp_aVF,0.0006102675195009158
P_OnsAmp_V4,0.0006038793287627005
P_PeakTime_aVL,0.0006037571455510461
T_Off_aVL,0.0005992885429396059
P_Dur_V5,0.0005961727776286146
P_PeakTime_V6,0.0005961705910595153
P_Dur_V2,0.0005921961338490734
P_OnsAmp_V1,0.0005894959266747715
P_PeakTime_V5,0.0005866599372888675
P_OnsAmp_III,0.0005863027126747885
P_DurFull_V2,0.0005848716971376002
P_OnsAmp_V3,0.0005781724881434597
P+_Dur_aVL,0.0005733047185959526
T-_Amp_V4,0.0005714630777699771
P_PeakTime_V4,0.000569355219688193
T-_Amp_V5,0.0005684009030932789
P_PeakTime_II,0.0005672759417051971
P+_Dur_III,0.0005651376744577751
P_PeakTime_V1,0.0005641368289329123
P_Dur_V6,0.0005633876765960877
T+_Dur_V1,0.0005579512180699953
P_PeakTime_V3,0.0005572714937804377
P_OnsAmp_aVR,0.0005414400313817354
P+_Dur_V2,0.0005314915989085108
T+_Dur_aVL,0.000528567526376033
T-_Amp_II,0.0005131538068061375
T+_Amp_III,0.0005128346890269699
P_OnsAmp_V6,0.0005120062543583365
Pp_Dur_V1,0.0005075083317284143
T-_Amp_aVL,0.000506276956993021
P_OnsAmp_aVL,0.0005057262833937182
P+_Dur_V1,0.0004894694380720352
Q_PeakTime_aVL,0.00048761521069326356
S_PeakTime_aVR,0.0004869021730635857
P_PeakTime_V2,0.0004855016850591104
T+_Dur_III,0.000480344659281344
P_OnsAmp_I,0.0004707443024897646
T_Morph_aVF,0.0004644211936315733
S_Dur_aVR,0.0004633054621616044
T-_Amp_V1,0.00046313281183647017
P-_Dur_aVL,0.00045244854859608386
T-_Amp_III,0.00044992706850614816
T-_Amp_V3,0.0004488902465522309
Pp_PeakTime_V1,0.00044385779670263646
Q_Area_V4,0.00042150072398640273
Q_PeakTime_V6,0.0004079593416094485
Q_PeakTime_V4,0.00039891771754817825
Q_PeakTime_V5,0.0003967740010774531
T-_Amp_V2,0.0003952834476660436
Q_PeakTime_I,0.00039269215452276447
T+_Dur_aVR,0.0003891102522301602
T-_Amp_aVF,0.00038356330519969463
T-_Dur_V1,0.0003788168752280161
Rp_Dur_aVR,0.00037525305406461626
T-_Dur_III,0.0003412147637694965
P-_Dur_III,0.0003332350583117771
T-_Dur_V2,0.0003289421781365212
Pp_PeakTime_aVL,0.00032604183160071635
Pp_Dur_aVL,0.00031602800399197303
P-_Dur_V2,0.0003015915557206471
T-_Dur_V4,0.0002888678254046677
T-_Dur_V3,0.00027644488653963336
Pp_PeakTime_III,0.00026875596553041763
